client,id,vendor_id,vendor_name,name,types,policy_number,status,processing,reviewed_at,archived_at,expiration_date,issue_date,flagged,flag_level,flag_notes,applies_to_all,insurer_names,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",6a358e981f6b786b44770062,69fded0d62446148bd848b3b,Agape Montessori School/Pulliam Properties LLC,Certificate - 2026-06-19T134625.722.pdf,,,processed,false,2026-06-22,,2027-06-21,2026-06-19,false,,,false,West Bend Insurance Company,2026-06-19,,2026-07-02
"Block Real Estate Services, LLC",6a3011df85085468184506f6,69fded0d62446148bd848b3e,AgForce Transport Services / Consolidated Grain and Barge Co.,"HLBT Associates, LLC.pdf",,,processed,false,2026-06-15,,2027-05-01,2026-06-15,false,,,false,Nationwide Agribusiness Insurance Company; Westfield Specialty Insurance Company,2026-06-15,,2026-07-02
"Block Real Estate Services, LLC",6a2c6b4c4096067a7a7bad82,69fded0d62446148bd848b59,"Hamilton Plumbing / Roger The Plumber / American Residential Services, LLC (ARS)",8425 Hamilton COI for Block 12JUN2026.pdf,,,processed,false,2026-06-15,,2026-10-01,2025-09-24,false,,,false,Liberty Mutual Fire Insurance Company; Twin City Fire Insurance Company; Liberty Insurance Corporation,2026-06-12,,2026-07-02
"Block Real Estate Services, LLC",6a22fd479bc28d99e321a29a,69fded0d62446148bd848b62,"AMSCO Supply / Flegler Investment Co., Inc.","BLOCK REAL ESTATE SERVICES, LLC.pdf",,,processed,false,2026-06-08,,2026-07-30,2026-06-05,false,,,false,Great Northern Insurance Company; The Travelers Indemnity Company; The Travelers Indemnity Company of America; Travelers Property Casualty Company of America; ACE American Insurance Company,2026-06-05,,2026-07-02
"Block Real Estate Services, LLC",6a319dfe14a7a365eb479528,69fded0d62446148bd848b62,"AMSCO Supply / Flegler Investment Co., Inc.",cert_ATL_BLOCK REAL ESTATE SERVICES LLC_6189400_2.pdf,,,processed,false,2026-06-17,,2026-10-01,2026-06-16,false,,,false,Zurich American Insurance Company; Zurich Insurance Europe AG,2026-06-16,,2026-07-02
"Block Real Estate Services, LLC",6a06215b1f712c628e56646c,69fded0d62446148bd848b65,Amsted Rail Company Inc,CollegeCrossingCDLLCandMarleyCollegeCrossingCDLLC_W45275293.pdf,,,processed,false,2026-06-02,,2027-03-31,2026-03-31,true,low,"<p>GL limits are low and umbrella does not follow form, is my assessment correct?</p>
<p><br></p>
<p>You are correct <span data-entityid=""6939ca46ef5dc7a165ca2078"" data-entityname=""@AbbeyRobinson"" data-entitytype=""mention"">@AbbeyRobinson</span>, but DOO and page 2 states they have another GL policy, but it's a SIR. We would need to contact Block to see if that is acceptable.</p>",false,Liberty Mutual Fire Insurance Company; AIG Specialty Insurance Company; LM Insurance Corporation; Liberty Insurance Corporation,2026-05-14,,2026-07-02
"Block Real Estate Services, LLC",6a399fb6accacb8cab637009,69fded0e62446148bd848b7d,"APLOS, Inc.",Aplós COI 2026.pdf,,,processed,false,2026-06-23,,2026-07-17,2026-03-12,false,,,false,Nautilus Insurance Company; AmTrust Insurance Company; Evanston Insurance Company; Old Republic Professional Liability Inc,2026-06-22,,2026-07-02
"Block Real Estate Services, LLC",6a2c707c7ea10850bf9fee54,69fded0e62446148bd848b86,ARC Physical Therapy Plus,COI 1318 Belton Block real Estate Umbrella 9.30.25 - 9.30.26.pdf,,,processed,false,2026-06-15,,2026-09-30,2026-05-08,false,,,false,Lexington Insurance Company,2026-06-12,,2026-07-02
"Block Real Estate Services, LLC",6a32eb9c4f89dc4a36d328c0,69fded0e62446148bd848b86,ARC Physical Therapy Plus,COI 1318 Belton Block Real Estate Services LLC - 3.15.26 - 3.15.27.pdf,,,processed,false,2026-06-18,,2027-03-15,2026-06-17,false,,,false,The Insurance Company of the State of Pennsylvania,2026-06-17,,2026-07-02
"Block Real Estate Services, LLC",6a452872d293d5dfa850a871,69fded0e62446148bd848b8f,Arrowhead Forensics,COI 2026.pdf,,,processed,false,,,2026-11-01,2025-11-13,false,,,false,Atlantic Specialty Insurance Company,2026-07-01,,2026-07-02
"Block Real Estate Services, LLC",6a2727d38f5f15a8835c79d5,69fded0e62446148bd848b92,Arthur J Gallagher Risk Management Services Inc,"46 PC Investors, LLC_Arthur J. Gallagher, LLC_25-26 Landlord Casualty C_6-8-2026_1568910419.pdf",,,processed,false,2026-06-11,,2026-10-01,,false,,,true,Arch Insurance Company; The Continental Insurance Company,2026-06-08,,2026-07-02
"Block Real Estate Services, LLC",6a27280d540f27b382a1ed5f,69fded0e62446148bd848b92,Arthur J Gallagher Risk Management Services Inc,"46 PC Investors, LLC_Arthur J. Gallagher, LLC_25-26 Landlord Property C_6-8-2026_1111070370.pdf",,,processed,false,2026-06-11,,2026-10-01,2026-06-08,false,,,true,"XL Insurance America, Inc.",2026-06-08,,2026-07-02
"Block Real Estate Services, LLC",6a2327b9fe918aea40160ac1,69fded0e62446148bd848b98,Aspen Properties Group,Policy 3.7 2026 to 3.7 2027.pdf,,,processed,false,2026-06-08,,2027-03-07,,false,,,false,United Wisconsin Insurance Company,2026-06-05,,2026-07-02
"Block Real Estate Services, LLC",6a3efffe57a0d280997f8d45,69fded0e62446148bd848b98,Aspen Properties Group,Aspen_Properties_Group_Nationwide_Commercial_Umbrella_Renewal_2025-2026.pdf.pdf,,,processed,false,2026-06-30,,,,false,,,false,,2026-06-26,,2026-07-02
"Block Real Estate Services, LLC",6a3f00ebc35829c634df634e,69fded0e62446148bd848b98,Aspen Properties Group,Aspen_Properties_Group_Nationwide_Businessowners_Policy_Renewal_2025-2026.pdf.pdf,,,processed,false,2026-06-30,,,,false,,,false,,2026-06-26,,2026-07-02
"Block Real Estate Services, LLC",6a399e75a17b73c16bc35db9,69fded0e62446148bd848b9b,Aspire Wealth Management LLC,ASPIRE WEALTH_BLOCK RE_COI.pdf,,,processed,false,2026-06-23,,2027-03-20,2026-06-22,false,,,false,Hartford Underwriters Insurance Company,2026-06-22,,2026-07-02
"Block Real Estate Services, LLC",6a2ab748071d75e4ccfca1a1,69fded0e62446148bd848ba1,Asurion LLC,GL Waiver of Subro Endorsement.pdf,,,processed,false,2026-06-15,,2027-04-30,,false,,,false,,2026-06-11,,2026-07-02
"Block Real Estate Services, LLC",6a3010d17828333b350b9ce5,69fded0e62446148bd848ba1,Asurion LLC,COI - Pinnacle Corporate.pdf,,,processed,false,2026-06-17,,2027-04-30,2026-06-15,false,,,false,Liberty Insurance Corporation; Liberty Mutual Fire Insurance Company; LM Insurance Corporation,2026-06-15,,2026-07-02
"Block Real Estate Services, LLC",6a3aab84fc287516f387ea8c,69fded0e62446148bd848bad,Recognition Plus Audio Video Graphics,Certificate of Insurance.pdf,,,processed,false,2026-06-23,,2027-02-01,2026-06-23,false,,,false,Twin City Fire Insurance Company,2026-06-23,,2026-07-02
"Block Real Estate Services, LLC",6a18aa1b9ef1cffe57d01607,69fded0e62446148bd848bb0,AVI-SPL LLC,NOT FOUND - AVI-SPL LLC.pdf,,,processed,false,2026-06-02,,2027-04-17,2026-04-08,false,,,false,Zurich American Insurance Company; American Guarantee and Liability Insurance Company; American Zurich Insurance Company; Federal Insurance Company; Allied World Assurance Company (U.S.) Inc.; Crum & Forster Specialty Insurance Company,2026-05-28,,2026-07-02
"Block Real Estate Services, LLC",6a39520bd382314fdae2ff3f,69fded0e62446148bd848bb3,Axiom Strategies LLC,COBLOC~1.PDF,,,processed,false,2026-06-22,,2026-08-07,2026-06-22,false,,,false,Evanston Insurance Company,2026-06-22,,2026-07-02
"Block Real Estate Services, LLC",6a26fc7c723912a814569421,69fded0e62446148bd848bb9,"Pet Supplies Plus / B&B Pet Products, LLC",Block Real Estate Services_Lenexa Property 25-26.pdf,,,processed,false,2026-06-11,,2026-12-01,2026-06-08,false,,,false,Selective Insurance Company of the Southeast,2026-06-08,,2026-07-02
"Block Real Estate Services, LLC",6a39895ed1bf38e72a670fab,69fded0e62446148bd848bbc,Bachelor Controls Inc,"Perg Building LLC co Block Real Estate Servi_Bachelor Controls, Inc._2026 - 2027 Master - Bach_6-22-2026_120642820.pdf",,,processed,false,2026-06-23,,2027-03-01,2026-06-22,false,,,false,Liberty Insurance Corporation; Travelers Property Casualty Company of America; Accelerant Specialty Insurance Company; Continental Casualty Company,2026-06-22,,2026-07-02
"Block Real Estate Services, LLC",6a32e2a7081d3b93fbe8b135,69fded0e62446148bd848bbf,Baking With A Bass / Kayla Bass,CERTIFICATE OF INSURANCE (COI).Pdf,,,processed,false,2026-06-17,,2027-03-06,2026-06-17,false,,,false,Hartford Underwriters Insurance Company; Hartford Fire Insurance Company,2026-06-17,,2026-07-02
"Block Real Estate Services, LLC",6a316395b12134bfb4442095,69fded0e62446148bd848bc2,Bank of America,COI MO8-118 3.15.26-3.15.27.pdf,,,processed,false,2026-06-17,,2026-08-01,2026-03-25,false,,,false,"Greenwich Insurance Company; National Union Fire Insurance Company of Pittsburgh, Pa.",2026-06-16,,2026-07-02
"Block Real Estate Services, LLC",6a34433b3a28b57599a17d33,69fded0f62446148bd848bcb,"Banner Logistics, Inc",1600 Vernon Street XXS Certificate.pdf,,,processed,false,2026-06-24,,2026-11-29,2026-06-17,false,,,false,"Service American Indemnity Company; Nautilus Insurance Company; TRANSGUARD INSURANCE COMPANY OF AMERICA, INC.",2026-06-18,,2026-07-02
"Block Real Estate Services, LLC",6a2312a4b0c1404bfda218b5,69fded0f62446148bd848bce,"Saturday Morning Bazaar / Bazaar Collectibles, LLC",bf8a85b4-12d3-48b8-a03c-f3a2e0e4812d.pdf,,,processed,false,2026-06-08,,,,false,,,false,,2026-06-05,,2026-07-02
"Block Real Estate Services, LLC",6a2312a5b0c1404bfda218d3,69fded0f62446148bd848bce,"Saturday Morning Bazaar / Bazaar Collectibles, LLC",08009efebab55ee1.pdf,,,processed,false,2026-06-08,,2027-04-16,2026-03-07,false,,,false,Property and Casualty Insurance Company of Hartford,2026-06-05,,2026-07-02
"Block Real Estate Services, LLC",6a359462430d502f7f7fb4ca,69fded0f62446148bd848bd4,Costa Vida Fresh Mexican Grill / BB Magical Fruit,"Block Real Estate Services, LLC_BB Magical Fruit Two LLC_2627 Master COI_6-19-2026_2147481711.pdf",,,processed,false,2026-06-22,,2027-05-01,2026-06-19,false,,,false,St. Paul Fire and Marine Insurance Company; Travelers Property Casualty Company of America; The Travelers Indemnity Company of Connecticut,2026-06-19,,2026-07-02
"Block Real Estate Services, LLC",6a3054029d4377187d370919,69fded0f62446148bd848bd7,BDM Inc,2026-2027 Certs - Block.pdf,,,processed,false,2026-06-17,,2027-05-01,2026-03-31,false,,,false,SECURA Supreme Insurance Company; SECURA Insurance Company; The Travelers Indemnity Company,2026-06-15,,2026-07-02
"Block Real Estate Services, LLC",6a2809a7188eff3d9a5a4c53,69fded0f62446148bd848be0,Beltone Hearing Aid Center,Independence COI 2026.pdf,,,processed,false,2026-06-11,,2027-01-01,2026-06-08,false,,,false,Owners Insurance Company; Markel Insurance Company,2026-06-09,,2026-07-02
"Block Real Estate Services, LLC",6a3a993a59011af6e27dbda3,69fded0f62446148bd848c07,"BMO Harris Commercial Banking / BMO Harris Bank, NA",BMO Bank NA - Block Real Estate Services - 26062236825910 - 570121047321.pdf,,,processed,false,2026-06-23,,2027-04-30,2026-06-22,false,,,false,Zurich American Insurance Company; ACE American Insurance Company,2026-06-23,,2026-07-02
"Block Real Estate Services, LLC",6a1894afe701796d85e6590d,69fded0f62446148bd848c10,"Sono Bello / Body Contour Centers, LLC","Corporate Medical Plaza III (BKWG Assoc), CMP_Body Contour Centers, LLC_2526 COI_5-15-2026_1709078656.pdf",,,processed,false,2026-06-01,,2026-10-01,,false,,,false,,2026-05-28,,2026-07-02
"Block Real Estate Services, LLC",6a42a4965e2a93cdf2411384,69fded0f62446148bd848c10,"Sono Bello / Body Contour Centers, LLC",Body Contour Centers LLC COI Corporate Medical Plaza III.pdf,,,processed,false,2026-06-30,,2026-10-01,2026-05-15,false,,,false,Hartford Fire Insurance Company; Trumbull Insurance Company; Hartford Accident and Indemnity Company; Everest National Insurance Company,2026-06-29,,2026-07-02
"Block Real Estate Services, LLC",6a3afcb2cf85b61f730f43a6,69fded0f62446148bd848c19,"Kitchen and Bath by Briggs / Briggs, Inc.","co Block Real Estate Services, LLC_Briggs, Inc. of Omaha_2526 GAUW w Personal Pr_6-23-2026_1233478184.pdf",,,processed,false,2026-06-24,,2026-09-01,2026-06-23,false,,,false,Dakota Truck Underwriters; Middlesex Insurance Company,2026-06-23,,2026-07-02
"Block Real Estate Services, LLC",6a4520f65c7205454995dd54,69fded0f62446148bd848c19,"Kitchen and Bath by Briggs / Briggs, Inc.","co Block Real Estate Services, LLC_Briggs, Inc. of Omaha_2526 GAUW w Personal Pr_6-23-2026_1233478184.pdf",,,processed,false,,,2026-09-01,2026-06-23,false,,,true,Dakota Truck Underwriters; Middlesex Insurance Company,2026-07-01,,2026-07-02
"Block Real Estate Services, LLC",6a05e7defeb0a066655c2944,69fded1062446148bd848c1f,The Professional Group / Bryan Torez,CorrectedCOI3-11-26.pdf,,,processed,false,2026-06-01,,2026-11-01,2026-03-11,false,,,false,State Farm Fire and Casualty Company,2026-05-14,,2026-07-02
"Block Real Estate Services, LLC",6a300e6a85085468184506d8,69fded1062446148bd848c22,Bryght Labs,COI Bryght Labs 11053 general liability.pdf,,,processed,false,2026-06-17,,2027-05-01,2026-05-28,false,,,false,Evanston Insurance Company,2026-06-15,,2026-07-02
"Block Real Estate Services, LLC",6a2afcdb9564d418934746fa,69fded1062446148bd848c25,"Buckeye Cleaning Center KC / Buckeye International, Inc.","Riverside Business Center 3_Buckeye International, Inc._26-27 MAIN GLI CAUT WCO E_6-11-2026_1889719103.pdf",,,processed,false,2026-06-25,,2027-03-01,2026-06-11,false,,,false,Old Republic Insurance Company; Westfield Specialty Insurance Company; Endurance American Specialty Insurance Company,2026-06-11,,2026-07-02
"Block Real Estate Services, LLC",6a3040437828333b350b9de5,69fded1062446148bd848c28,Builder Direct LLC,updated insurance for BUILDER DIRECT LLC 6-15-2026.pdf,,,processed,false,2026-06-17,,2026-08-02,2026-06-11,false,,,false,"State National Insurance Company, Inc.",2026-06-15,,2026-07-02
"Block Real Estate Services, LLC",6a3af8d2cf85b61f730f436a,69fded1062446148bd848c28,Builder Direct LLC,Work Comp Policy - Builder Direct LLC.pdf,,,processed,false,2026-06-24,,2027-07-01,2026-06-23,false,,,false,NCCI Assigned Risk,2026-06-23,,2026-07-02
"Block Real Estate Services, LLC",6a3b0162aa3f3f10db520d40,69fded1062446148bd848c28,Builder Direct LLC,PROGRESSIVE BUSINESS OWNERS - Builder Direct LLC.pdf,,,processed,false,2026-06-24,,2026-11-13,2026-06-22,false,,,false,United Financial Casualty Company,2026-06-23,,2026-07-02
"Block Real Estate Services, LLC",6a3b0173f87efbd22dc90413,69fded1062446148bd848c28,Builder Direct LLC,GENERAL LIABILITY INS-Next First - Builder Direct LLC.pdf,,,processed,false,2026-06-24,,2026-08-02,2026-06-11,false,,,false,"State National Insurance Company, Inc.",2026-06-23,,2026-07-02
"Block Real Estate Services, LLC",6a18af68587aecae706a4b40,69fded1062446148bd848c31,Burlis Lawson Group Inc,NOT FOUND - The Burlis Lawson Group.pdf,,,processed,false,2026-06-01,,,,false,,,false,,2026-05-28,,2026-07-02
"Block Real Estate Services, LLC",6a2750fa7f54c7a808caeb66,69fded1062446148bd848c37,Butler Suppy Inc,"Butler Supply, Inc._College Crossing IJ LLC_12-29-2025.pdf",,,processed,false,2026-06-11,,2027-01-01,,false,,,false,Zurich American Insurance Company; Great American Insurance Company; American Zurich Insurance Company,2026-06-08,,2026-07-02
"Block Real Estate Services, LLC",6a07265ab7c7740fe9c4c5d4,69fded1062446148bd848c3d,"Corbion / Caravan Ingredients, Inc.",CaravanIngredientsCOIPERGBlockIncomeFundsIII1.pdf,,,processed,false,2026-06-02,,2027-01-01,2026-01-14,false,,,false,"Travelers Property Casualty Company of America; The Travelers Indemnity Company of Connecticut; National Union Fire Insurance Company of Pittsburgh, Pa.",2026-05-15,,2026-07-02
"Block Real Estate Services, LLC",6a3e86c25f58e73b8f4f1e8f,69fded1062446148bd848c3a,BWI Companies Inc,25-26 GL CAU WC UMB Liability - 25 College Crossing Associates.pdf,,,processed,false,2026-06-30,,2026-11-01,2025-11-03,false,,,false,Travelers Property Casualty Company of America; AXIS Surplus Insurance Company; The Standard Fire Insurance Company; The Charter Oak Fire Insurance Company; Everest Indemnity Insurance Company,2026-06-26,,2026-07-02
"Block Real Estate Services, LLC",6a453d05da024f5dca5c5cc3,69fded1062446148bd848c3a,BWI Companies Inc,ACORD Form 20260701-083950-1.pdf,,,processed,false,,,2026-11-01,2026-07-01,false,,,false,Travelers Property Casualty Company of America; AXIS Surplus Insurance Company; The Standard Fire Insurance Company; The Charter Oak Fire Insurance Company; Everest Indemnity Insurance Company,2026-07-01,,2026-07-02
"Block Real Estate Services, LLC",6a28ca69da52b0ee99d30284,69fded1062446148bd848c43,Carrier Corporation,cert_NYC_Perg Bldgs_ LLC dba_12629267_2.pdf,,,processed,false,2026-06-11,,2027-04-01,,false,,,false,AIU Insurance Company; Old Republic Insurance Company,2026-06-10,,2026-07-02
"Block Real Estate Services, LLC",6a2b18d9181480923538cb46,69fded1062446148bd848c46,CarStar Riverside (fka Autobody on the Run),Certificate.pdf,,,processed,false,2026-06-15,,2026-11-24,2026-06-09,false,,,false,United Fire Group,2026-06-11,,2026-07-02
"Block Real Estate Services, LLC",6a457850375e453b63798372,69fded1062446148bd848c52,"Sunflower Health Plan / Centene Management Company, LLC",SSR Capital LLC_Centene Management Company LLC_Liability_6.1.2026.pdf,,,processed,false,,,2027-06-01,2026-05-28,false,,,false,"Old Republic Insurance Company; XL Insurance America, Inc.",2026-07-01,,2026-07-02
"Block Real Estate Services, LLC",6a45785b48c92c2dc99f76b2,69fded1062446148bd848c52,"Sunflower Health Plan / Centene Management Company, LLC",SSR Capital LLC_Centene Management Company LLC_Property_6.1.2026.pdf,,,processed,false,,,,2026-05-29,false,,,false,"Allianz Global Risks US Insurance Company; Starr Surplus Lines Insurance Company; Steadfast Insurance Company; AIG Specialty Insurance Company; XL Insurance America, Inc.; Aviva Insurance Ltd",2026-07-01,,2026-07-02
"Block Real Estate Services, LLC",6a2c1571181480923538cbeb,69fded1062446148bd848c55,Central Power Systems & Services LLC,"2526 Master - Block Real Estate Services, LLC.pdf",,,processed,false,2026-06-25,,2026-07-01,2026-06-12,false,,,false,The Charter Oak Fire Insurance Company; The Phoenix Insurance Company; Travelers Property Casualty Company of America; Travelers Casualty and Surety Company,2026-06-12,,2026-07-02
"Block Real Estate Services, LLC",6a455a2fda024f5dca5c5d2f,69fded1062446148bd848c58,"The Retirement Planning Group / Cetera Financial Group, Inc.","co Block Real Estate Services, LLC_Cetera Financial Group, Inc_26-27 GL-AL-EX-WC_6-15-2026_1056662614.pdf",,,processed,false,,,2027-01-31,2026-06-15,false,,,false,"The Continental Insurance Company; American Casualty Company of Reading, Pennsylvania; Valley Forge Insurance Company",2026-07-01,,2026-07-02
"Block Real Estate Services, LLC",6a2c33de4096067a7a7bad25,69fded1062446148bd848c5b,"Challenger Sports, Inc.","CAL-VENT GROUP, LTD_ PROM MOTOR HOTEL, INC__Challenger Teamwear LLC Dba Challen_2627 COI_6-9-2026_2147481167 (1).pdf",,,processed,false,2026-06-25,,2027-03-01,2026-06-09,false,,,false,Travelers Property Casualty Insurance Company; EMCASCO Insurance Company; Employers Mutual Casualty Company; * Amtrust Financial Group,2026-06-12,,2026-07-02
"Block Real Estate Services, LLC",6a2ae3c2dd45710ae6ad6466,69fded1062446148bd848c5e,Champion Supply Company LLC,"COI 1-1-26 - CAL-VENT GROUP, LTD; PROM MOTOR HOTEL, INC; JAMS INDUSTRIAL, LLC; MELVILLE, LLC.pdf",,,processed,false,2026-06-15,,2027-01-01,,false,,,false,EMC Property & Casualty Company; Employers Mutual Casualty Company; Travelers Casualty and Surety Company,2026-06-11,,2026-07-02
"Block Real Estate Services, LLC",6a22f244a234618b199e4b1f,69fded1062446148bd848c67,Check Into Cash,21046-1778-35009 COI 10-15-26.pdf,,,processed,false,2026-06-08,,2026-10-15,2026-01-20,false,,,false,Travelers Property Casualty Company of America; The Continental Insurance Company; Travelers Casualty Insurance Company of America,2026-06-05,,2026-07-02
"Block Real Estate Services, LLC",6a43f95fc7f86ba6f2674d02,69fded1162446148bd848c76,"Chrysalis Center, LLC",Liability Insurance 2026to2027.pdf,,,processed,false,,,,,false,,,false,,2026-06-30,,2026-07-02
"Block Real Estate Services, LLC",6a2c76ed4096067a7a7bada0,69fded1162446148bd848c85,ClassOneModelWorks.com LLC,Class One COI for Block Real Estate LLC.pdf,,,processed,false,2026-06-15,,2027-03-14,,false,,,false,Evanston Insurance Company; The Travelers Indemnity Company of America,2026-06-12,,2026-07-02
"Block Real Estate Services, LLC",6a2c05fde294f24a402e1e39,69fded1162446148bd848c7f,CJ Industries LLC,22284994-PLATTE-CJ COI.pdf,,,processed,false,2026-06-15,,2027-03-02,2026-02-19,false,,,false,"Transportation Insurance Company; Valley Forge Insurance Company; Illinois Union Insurance Company; The Continental Insurance Company; American Casualty Company of Reading, Pennsylvania",2026-06-12,,2026-07-02
"Block Real Estate Services, LLC",6a0725bd9839a89d50e8c4d5,69fded1162446148bd848c88,Clopay Building Products,PlatteValleyIndustrialCenter8_W45240625.pdf,,,processed,false,2026-06-02,,2027-02-28,2026-03-31,false,,,false,Zurich American Insurance Company; American Guarantee and Liability Insurance Company; Factory Mutual Insurance Company,2026-05-15,,2026-07-02
"Block Real Estate Services, LLC",6a301f2d09f375dfb856f241,69fded1162446148bd848c82,Clarivate Analytics LLC,HLBTAssociatesLLC_W46436397.pdf,,,processed,false,2026-06-17,,2026-12-01,2026-06-08,false,,,false,American Guarantee and Liability Insurance Company; Zurich American Insurance Company; American Zurich Insurance Company,2026-06-15,,2026-07-02
"Block Real Estate Services, LLC",6a455cf3d293d5dfa850a8fe,69fded1162446148bd848c82,Clarivate Analytics LLC,HLBTAssociatesLLC_W46906080.pdf,,,processed,false,,,2026-12-01,2026-06-29,false,,,false,American Guarantee and Liability Insurance Company; Zurich American Insurance Company; American Zurich Insurance Company,2026-07-01,,2026-07-02
"Block Real Estate Services, LLC",6a2afc33181480923538caf4,69fded1162446148bd848c8b,CNR Construction KC LLC,BlockCNR.pdf,,,processed,false,2026-06-15,,2027-03-09,,false,,,false,Patrons Insurance Company,2026-06-11,,2026-07-02
"Block Real Estate Services, LLC",6a30409c09f375dfb856f2e6,69fded1162446148bd848c8b,CNR Construction KC LLC,EFA_CNR CONSTRUCTION_Block Real Estate Service_167304808.pdf,,,processed,false,2026-06-17,,2027-07-01,2026-06-15,false,,,false,New Hampshire Insurance Company,2026-06-15,,2026-07-02
